"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"2G8U","4","101","101","Success","0.00087"
"6LAD","4","0","0","Success","0.00029"
"6Q5P","4","10","10","Success","0.0007"
"5V4S","4","1010","1010","Success","0.00024"
"1D4Z","4","1110","1110","Success","0.00085"
"5QR6","4","1000","1000","Success","0.00033"
"6T87","4","110","110","Success","0.00046"
"5MZF","4","1000","1000","Success","0.00038"
"7SKW","4","1","1","Success","0.00085"
"8QUU","4","1011","1011","Success","0.00052"
"7RLA","4","1001","1001","Success","0.00015"
"8FYN","4","10","10","Success","0.00052"
"2USN","4","1100","1100","Success","0.00076"
"1W98","4","0","0","Success","0.00042"
"4W6F","4","1","1","Success","0.00047"
"8F2F","4","100","100","Success","0.00036"
"4GW0","4","1000","1000","Success","0.00051"
"7APZ","4","1111","1111","Success","0.0005"
"4K2N","4","11","11","Success","0.00059"
"9F2A","4","100","100","Success","0.00023"
"1YS3","4","1100","1100","Success","0.00049"
"4AT5","4","10","10","Success","0.00058"
"5EPD","4","111","111","Success","0.00054"
"1EQN","4","1011","1011","Success","0.00026"
"2JM2","4","1010","1010","Success","0.00032"
"8WAE","4","100","100","Success","0.00066"
"8ADD","4","110","110","Success","0.00069"
"1O2D","4","1001","1001","Success","0.00038"
"2C67","4","111","111","Success","0.00031"
"3OZQ","4","1110","1110","Success","0.00053"
"9GL0","4","100","100","Success","0.00025"
"4BQ1","4","1","1","Success","0.00043"
"5FFW","4","110","110","Success","0.00065"
"7K1F","4","111","111","Success","0.00022"
"1Q7Z","4","1111","1111","Success","0.00029"
"8HER","4","1110","1110","Success","0.00017"
"6GXL","4","0","0","Success","0.00041"
"8YVO","4","1011","1011","Success","0.00051"
"6Z6V","4","1011","1011","Success","0.00031"
"4U23","4","10","10","Success","0.0006"
"7WAH","4","1001","1001","Success","0.00026"
"8A11","4","1001","1001","Success","0.00023"
"4RHC","4","1010","1010","Success","0.00023"
"4D8O","4","1001","1001","Success","0.00045"
"4E0U","4","1011","1011","Success","0.00034"
"3FXM","4","1100","1100","Success","0.00051"
"5HLO","4","1011","1011","Success","0.00053"
"7VBI","4","1","1","Success","0.00029"
"1UY1","4","1","1","Success","0.00087"
"5MPT","4","1","1","Success","0.00051"
"7BSO","4","100","100","Success","0.00105"
"5O3L","4","1010","1010","Success","0.00037"
"6TVP","4","100","100","Success","0.00036"
"8OZD","4","1000","1000","Success","0.00024"
"2R35","4","11","11","Success","0.001"
"5MIW","4","1010","1010","Success","0.00024"
"4Z18","4","1010","1010","Success","0.00049"
"7D1E","4","1110","1110","Success","0.00057"
"1JUO","4","1110","1110","Success","0.00052"
"7RED","4","1000","1000","Success","0.00061"
"8Z9B","4","1110","1110","Success","0.00066"
"6KRN","4","1101","1101","Success","0.00045"
"6WB7","4","101","101","Success","0.00029"
"4P13","4","10","10","Success","0.00026"
"7A1H","4","100","100","Success","0.00121"
"8EB2","4","0","0","Success","0.0002"
"9EIS","4","1010","1010","Success","0.00028"
"4ZMJ","4","10","10","Success","0.00041"
"7FPF","4","10","10","Success","0.00042"
"9CUF","4","1","1","Success","0.00034"
"1JC7","4","1110","1110","Success","0.00088"
"3W28","4","0","0","Success","0.00056"
"5A34","4","1000","1000","Success","0.00026"
"2XWH","4","1","1","Success","0.00042"
"4I06","4","1001","1001","Success","0.00032"
"9UEQ","4","1010","1010","Success","0.00027"
"2K9M","4","11","11","Success","0.00019"
"3HR6","4","100","100","Success","0.00048"
"8VBK","4","10","10","Success","0.00045"
"8DWA","4","111","111","Success","0.00041"
"6F2X","4","1000","1000","Success","0.00015"
"6K2G","4","1011","1011","Success","0.0005"
"5GXG","4","0","0","Success","0.00043"
"2ZOD","4","1001","1001","Success","0.00039"
"2W3O","4","1111","1111","Success","0.00069"
"4ICH","4","1111","1111","Success","0.0005"
"7PCR","4","1001","1001","Success","0.00042"
"5YK2","4","1000","1000","Success","0.0005"
"2Q0J","4","11","11","Success","0.00041"
"3VKD","4","1101","1101","Success","0.00043"
"9EO9","4","1111","1111","Success","0.00079"
"6AYZ","4","100","100","Success","0.00029"
"8HV9","4","1000","1000","Success","0.00056"
"3RW8","4","100","100","Success","0.00083"
"1EOK","4","1100","1100","Success","0.00059"
"4CMO","4","10","10","Success","0.00056"
"5VLD","4","11","11","Success","0.00019"
"7VED","4","11","11","Success","0.0006"
"2N6A","4","1110","1110","Success","0.00018"
"6WHQ","4","1010","1010","Success","0.0003"
"3V2J","4","1000","1000","Success","0.00062"
"1F0V","4","1011","1011","Success","0.00044"
"3JSK","4","110","110","Success","0.00014"
"6X0Q","4","101","101","Success","0.0002"
"2J4M","4","1111","1111","Success","0.00041"
"3IDF","4","1110","1110","Success","0.0006"
"4CM0","4","1111","1111","Success","0.00046"
"5.00E+14","4","1101","1101","Success","0.00046"
"1AJH","4","1001","1001","Success","0.00078"
"5EZY","4","1110","1110","Success","0.0002"
"4YFX","4","110","110","Success","0.00012"
"6P6F","4","11","11","Success","0.00053"
"9JRL","4","10","10","Success","0.00051"
"1LRT","4","1011","1011","Success","0.00026"
"8CZU","4","110","110","Success","0.00057"
"2IQ7","4","11","11","Success","0.0002"
"6TZB","4","110","110","Success","0.00026"
"5LGJ","4","1010","1010","Success","0.0004"
"9C5S","4","1110","1110","Success","0.00134"
"2DVI","4","1001","1001","Success","0.00049"
"6POE","4","1001","1001","Success","0.00016"
"1MHT","4","1110","1110","Success","0.00054"
"6H7W","4","1101","1101","Success","0.00013"
"4BAC","4","1011","1011","Success","0.00042"
"8ZQB","4","100","100","Success","0.00036"
"6YQI","4","1001","1001","Success","0.00053"
"4FT7","4","110","110","Success","0.00058"
"1Y9T","4","100","100","Success","0.00091"
"7Q34","4","111","111","Success","0.00051"
"1L1E","4","1110","1110","Success","0.00042"
"8K7E","4","1001","1001","Success","0.00036"
"7RI1","4","11","11","Success","0.00045"
"4CGM","4","1101","1101","Success","0.00047"
"3GTX","4","0","0","Success","0.00055"
"2HH7","4","1011","1011","Success","0.00106"
"1OTH","4","1111","1111","Success","0.00056"
"7T8K","4","1100","1100","Success","0.00042"
"6J86","4","1110","1110","Success","0.00035"
"7GJA","4","1001","1001","Success","0.00041"
"6YHE","4","1100","1100","Success","0.00052"
"2L1D","4","1001","1001","Success","0.0002"
"7R8L","4","1001","1001","Success","0.0003"
"8CHE","4","1110","1110","Success","0.00033"
"5REL","4","1000","1000","Success","0.00057"
"6NLJ","4","1011","1011","Success","0.00023"
"6PTE","4","1100","1100","Success","0.00026"
"6MHR","4","1000","1000","Success","0.0003"
"8W5D","4","1","1","Success","0.00047"
"6FHH","4","10","10","Success","0.0002"
"1JIV","4","10","10","Success","0.00051"
"1.00E+87","4","111","111","Success","0.00088"
"8F0E","4","1000","1000","Success","0.00028"
"3HPK","4","1101","1101","Success","0.00068"
"2D0I","4","1010","1010","Success","0.00027"
"4NSD","4","1010","1010","Success","0.0004"
"6FG9","4","1","1","Success","0.00023"
"1DXJ","4","101","101","Success","0.00063"
"2IK1","4","1101","1101","Success","0.00043"
"1O8X","4","10","10","Success","0.00084"
"1A00","4","1100","1100","Success","0.00041"
"7EJT","4","1110","1110","Success","0.00018"
"3UIW","4","111","111","Success","0.00065"
"6D39","4","1000","1000","Success","0.0007"
"2UZ3","4","1111","1111","Success","0.00036"
"6ZUY","4","1000","1000","Success","0.00018"
"1LT5","4","1001","1001","Success","0.00045"
"8TN6","4","1000","1000","Success","0.00046"
"5S62","4","1101","1101","Success","0.00021"
"7TKH","4","111","111","Success","0.00014"
"6G14","4","1110","1110","Success","0.00042"
"4R7R","4","1","1","Success","0.00088"
"4MQX","4","0","0","Success","0.00024"
"6L1Q","4","1100","1100","Success","0.00035"
"3J7X","4","0","0","Success","0.0002"
"5UTM","4","100","100","Success","0.00027"
"5TGS","4","1111","1111","Success","0.00045"
"4Y3A","4","10","10","Success","0.00052"
"1QJO","4","1101","1101","Success","0.0002"
"2O3G","4","111","111","Success","0.00116"
"4B5S","4","1010","1010","Success","0.00044"
"2MCM","4","1101","1101","Success","0.00093"
"7BPS","4","1000","1000","Success","0.00052"
"3WTB","4","11","11","Success","0.00022"
"8IDA","4","1010","1010","Success","0.00033"
"6LU0","4","1111","1111","Success","0.00033"
"6KLU","4","1011","1011","Success","0.00056"
"8QUG","4","1001","1001","Success","0.00075"
"7LXJ","4","10","10","Success","0.00068"
"1FFM","4","1110","1110","Success","0.00144"
"7CMU","4","111","111","Success","0.0003"
"2CGH","4","100","100","Success","0.00044"
"7R6Y","4","1011","1011","Success","0.00023"
"6J43","4","1111","1111","Success","0.00059"
"7OXN","4","1000","1000","Success","0.00046"
"8F4B","4","1101","1101","Success","0.00029"
"6K5W","4","1110","1110","Success","0.0002"
"6ADR","4","1000","1000","Success","0.00032"
"4NLP","4","1100","1100","Success","0.00046"
"7UR1","4","1111","1111","Success","0.00052"
"9BS3","4","1110","1110","Success","0.00029"
"2WOO","4","1011","1011","Success","0.00024"
"4KCG","4","0","0","Success","0.00045"
"8HGL","4","11","11","Success","0.00015"
"4R5N","4","1011","1011","Success","0.00049"
"6E9W","4","1011","1011","Success","0.00036"
"9FTJ","4","1110","1110","Success","0.00025"
"4P1O","4","110","110","Success","0.00055"
"2BGH","4","1111","1111","Success","0.00035"
"5XYV","4","1111","1111","Success","0.00067"
"7FVP","4","100","100","Success","0.00088"
"5MTQ","4","0","0","Success","0.00022"
"8WBQ","4","1001","1001","Success","0.00046"
"7CPZ","4","1101","1101","Success","0.00092"
"5DJO","4","1100","1100","Success","0.00055"
"1ZP7","4","1011","1011","Success","0.00055"
"5H7O","4","10","10","Success","0.00022"
"4QAV","4","1011","1011","Success","0.00034"
"2VC2","4","0","0","Success","0.00027"
"5YUP","4","1111","1111","Success","0.00046"
"3WBQ","4","1011","1011","Success","0.00062"
"1PL0","4","10","10","Success","0.0002"
"8ZT4","4","101","101","Success","0.00045"
"6R8B","4","1010","1010","Success","0.00024"
"4N4F","4","100","100","Success","0.00071"
"1VPI","4","1000","1000","Success","0.00087"
"7ZRV","4","101","101","Success","0.00017"
"5MPN","4","0","0","Success","0.00091"
"1EOC","4","1111","1111","Success","0.00048"
"5O2Z","4","1100","1100","Success","0.00064"
"3KV4","4","111","111","Success","0.00048"
"6KGE","4","1001","1001","Success","0.00049"
"1CDM","4","1010","1010","Success","0.00081"
"6H4B","4","111","111","Success","0.00068"
"1GLB","4","111","111","Success","0.0004"
"1WGN","4","1000","1000","Success","0.00028"
"3FWL","4","1100","1100","Success","0.00038"
"6E2N","4","111","111","Success","0.00043"
"8AVM","4","1010","1010","Success","0.00028"
"5KSO","4","1010","1010","Success","0.00077"
"2V1D","4","1010","1010","Success","0.00034"
"8VMY","4","0","0","Success","0.00055"
"5Z9G","4","1010","1010","Success","0.00061"
"1VFV","4","1000","1000","Success","0.00054"
"4FU4","4","1001","1001","Success","0.00035"
"2CH5","4","1110","1110","Success","0.00027"
"8J5I","4","110","110","Success","0.00103"
"4OG5","4","100","100","Success","0.00046"
"6FAX","4","1110","1110","Success","0.00043"
"3N7W","4","1111","1111","Success","0.00062"
"2H3O","4","1001","1001","Success","0.0015"
"9JOB","4","111","111","Success","0.00034"
"9JNW","4","1100","1100","Success","0.00027"
"2WPL","4","1101","1101","Success","0.00055"
"4DEH","4","1001","1001","Success","0.00059"
"7ZI0","4","10","10","Success","0.00028"
"1C9D","4","11","11","Success","0.00038"
"6F9D","4","0","0","Success","0.00015"
"1KLQ","4","100","100","Success","0.00067"
"2WSC","4","1000","1000","Success","0.00017"
"7EPZ","4","1110","1110","Success","0.00033"
"6JX2","4","1011","1011","Success","0.00028"
"3Q68","4","10","10","Success","0.00034"
"1GEJ","4","1110","1110","Success","0.0005"
"4NFN","4","0","0","Success","0.00059"
"4KF3","4","0","0","Success","0.00062"
"7FUL","4","1101","1101","Success","0.00051"
"4RXS","4","1010","1010","Success","0.00032"
"7LIV","4","110","110","Success","0.00013"
"9B7P","4","101","101","Success","0.00023"
"7LE6","4","1010","1010","Success","0.00069"
"5CDO","4","1100","1100","Success","0.00019"
"2FJA","4","1110","1110","Success","0.00025"
"1EPZ","4","101","101","Success","0.00074"
"5KJA","4","1110","1110","Success","0.00021"
"6ED7","4","1101","1101","Success","0.00017"
"7CLL","4","10","10","Success","0.00024"
"3RFS","4","100","100","Success","0.00043"
"6Z4E","4","110","110","Success","0.00068"
"8GLL","4","111","111","Success","0.00018"
"7D5V","4","110","110","Success","0.00028"
"1B67","4","110","110","Success","0.00087"
"5CCC","4","111","111","Success","0.00075"
"8YAF","4","10","10","Success","0.0002"
"2AM1","4","100","100","Success","0.00048"
"4NXR","4","101","101","Success","0.00095"
"1PRE","4","111","111","Success","0.00033"
"2XMF","4","100","100","Success","0.00132"
"6GUC","4","1010","1010","Success","0.0003"
"7ALF","4","1010","1010","Success","0.00077"
"7LC0","4","1000","1000","Success","0.00019"
"8XKX","4","1001","1001","Success","0.00031"
"4BLK","4","0","0","Success","0.00055"
"4S2N","4","110","110","Success","0.00032"
"3D40","4","1110","1110","Success","0.00063"
"7MW1","4","1","1","Success","0.00028"
"6U2Z","4","110","110","Success","0.0006"
"8K0C","4","10","10","Success","0.00022"
"3ASE","4","0","0","Success","0.00081"
"4L7J","4","1101","1101","Success","0.00052"
"4MOD","4","1100","1100","Success","0.00077"
"6QTG","4","1","1","Success","0.00041"
"7LSS","4","11","11","Success","0.00019"
"2KP7","4","1110","1110","Success","0.00025"
"1I3Z","4","1","1","Success","0.00097"
"7QL5","4","1111","1111","Success","0.00023"
"4AEE","4","1100","1100","Success","0.00027"
"1JN0","4","1000","1000","Success","0.0003"
"6LX3","4","1110","1110","Success","0.00025"
"2FYZ","4","10","10","Success","0.0006"
"2FKJ","4","110","110","Success","0.0003"
"3N3G","4","1100","1100","Success","0.00046"
"4L4G","4","110","110","Success","0.0005"
"3DD0","4","11","11","Success","0.00062"
"4CIL","4","1001","1001","Success","0.00059"
"9B3T","4","1110","1110","Success","0.00022"
"7MKU","4","10","10","Success","0.0004"
"6XTN","4","1011","1011","Success","0.00053"
"5G57","4","1010","1010","Success","0.00039"
"3IYZ","4","1000","1000","Success","0.00069"
"1ZAP","4","1110","1110","Success","0.00054"
"6VC9","4","111","111","Success","0.00037"
"5KCX","4","1001","1001","Success","0.00058"
"3VZP","4","101","101","Success","0.00032"
"5MMG","4","1100","1100","Success","0.0009"
"2YFY","4","1000","1000","Success","0.00031"
"6HSW","4","1101","1101","Success","0.00028"
"1ZKD","4","1010","1010","Success","0.00037"
"7NGS","4","100","100","Success","0.00071"
"5VX9","4","110","110","Success","0.00076"
"9MYL","4","1000","1000","Success","0.00028"
"2VBM","4","110","110","Success","0.00045"
"5QM8","4","110","110","Success","0.00052"
"8VSL","4","1111","1111","Success","0.00064"
"5ZLP","4","1001","1001","Success","0.00013"
"8FCQ","4","1111","1111","Success","0.00015"
"5JY1","4","1011","1011","Success","0.00028"
"7DGX","4","1","1","Success","0.00099"
"5IIU","4","1101","1101","Success","0.00041"
"8BVR","4","10","10","Success","0.0004"
"3MW3","4","110","110","Success","0.00073"
"1OYW","4","1","1","Success","0.00045"
"2XS0","4","1111","1111","Success","0.00053"
"8KHQ","4","1000","1000","Success","0.00019"
"2EKU","4","1010","1010","Success","0.00078"
"2KZ4","4","101","101","Success","0.00021"
"5YP6","4","0","0","Success","0.00063"
"7FOZ","4","1111","1111","Success","0.00042"
"2E8P","4","111","111","Success","0.00023"
"2BXW","4","11","11","Success","0.0006"
"3NPR","4","1000","1000","Success","0.00059"
"8ZAO","4","101","101","Success","0.00036"
"2EEG","4","110","110","Success","0.00022"
"6B3P","4","101","101","Success","0.00048"
"6PSR","4","11","11","Success","0.00016"
"7BEG","4","10","10","Success","0.00016"
"8AQD","4","1","1","Success","0.00086"
"2ZHH","4","1000","1000","Success","0.00088"
"7YK8","4","110","110","Success","0.00047"
"8TUR","4","101","101","Success","0.00048"
"6ESB","4","1111","1111","Success","0.00022"
"7MPU","4","100","100","Success","0.00049"
"8DI7","4","1001","1001","Success","0.00026"
"2GZA","4","0","0","Success","0.00032"
"8K9G","4","111","111","Success","0.00023"
"4WLB","4","1111","1111","Success","0.00043"
"8GV6","4","1101","1101","Success","0.00022"
"8HMS","4","1110","1110","Success","0.00022"
"6PDB","4","1001","1001","Success","0.0006"
"6FS0","4","1110","1110","Success","0.00042"
"7TLW","4","1001","1001","Success","0.00087"
"1XZF","4","1","1","Success","0.00072"
"8VMC","4","1011","1011","Success","0.00015"
"4DWI","4","1111","1111","Success","0.00041"
"7ZDV","4","1","1","Success","0.00029"
"7DFH","4","1011","1011","Success","0.00029"
"1GCV","4","1101","1101","Success","0.00043"
"1G2L","4","0","0","Success","0.00059"
"5PIE","4","110","110","Success","0.00051"
"4Z5C","4","101","101","Success","0.00082"
"1SLY","4","101","101","Success","0.00039"
"4ZGX","4","1111","1111","Success","0.00014"
"5YPL","4","11","11","Success","0.00047"
"5C85","4","1111","1111","Success","0.00093"
"6K4V","4","1100","1100","Success","0.00048"
"8C99","4","110","110","Success","0.00031"
"1KS7","4","10","10","Success","0.00054"
"1KMM","4","1010","1010","Success","0.00026"
"4NH6","4","111","111","Success","0.00061"
"1TLI","4","1101","1101","Success","0.00056"
"6RGL","4","1101","1101","Success","0.00026"
"5FXF","4","1110","1110","Success","0.0003"
"5MM1","4","100","100","Success","0.00054"
"6LI5","4","1010","1010","Success","0.00039"
"1XWN","4","1001","1001","Success","0.00018"
"2CG1","4","1000","1000","Success","0.00039"
"1JK0","4","1000","1000","Success","0.00041"
"4R5Z","4","1100","1100","Success","0.00026"
"4YAR","4","10","10","Success","0.00048"
"6D03","4","11","11","Success","0.00017"
"7XBX","4","100","100","Success","0.00033"
"8BLL","4","1001","1001","Success","0.00017"
"6Q9O","4","101","101","Success","0.00072"
"5EAL","4","1110","1110","Success","0.0004"
"6Z6U","4","1011","1011","Success","0.00015"
"3SXE","4","1100","1100","Success","0.0006"
"3ZTC","4","111","111","Success","0.00027"
"1HG8","4","1001","1001","Success","0.00054"
"2BST","4","1111","1111","Success","0.00051"
"8G45","4","101","101","Success","0.00098"
"5K3F","4","1001","1001","Success","0.00039"
